quarter,series_id,months_reported,qtd_value,qtd_yoy
2026Q2,ASE,3,191063522.0,0.26741699916623074
2026Q2,CHIPMOS,3,7383096.0,0.28718698122227293
2026Q2,KYEC,3,11141616.0,0.33243050541062935
2026Q2,OSAT_COMPOSITE,3,386.80021094391753,0.2838943739527038
2026Q2,PTI,3,23115832.0,0.2799445582193514
2026Q2,TSMC,3,1270380250.0,0.3604533217455119
