quarter,guide_low_usdm,guide_mid_usdm,guide_high_usdm,peer_implied_usdm,peer_implied_sd_usdm,peer_implied_position_in_range,peer_vs_mid_pct,bias_adjusted_guide_usdm,peer_vs_bias_adjusted_pct,gap_vs_bias_adj_in_sd
2026Q2,1750.0,1800.0,1850.0,1858.0296435071136,89.46736498819011,1.0802964350711364,0.032238690837285366,1846.684,0.006143792607242959,0.12681320734785598
