quarter,segment,peers,lead_months,n_obs,peer_yoy,implied_segment_yoy,prior_year_usdm,predicted_usdm,resid_sd_pp,in_sample_r2,corr_lead0,corr_lead1,corr_lead2,corr_lead3
2026Q2,AMKR_ADVANCED,ASE+KYEC+TSMC,0,17,0.3424639450655884,0.1479492806355571,1228.678,1410.4600262327351,0.10080136975731398,0.42800087651515273,0.6542177592477545,0.5992932695218303,0.5973422461489907,0.5061660360868826
2026Q2,AMKR_MAINSTREAM,PTI+CHIPMOS,0,17,0.2826571062273382,0.00012907988643652557,282.714,282.750492691014,0.13569945686079635,0.09620306069489482,0.3101661823843712,0.30370227468377997,0.24333497338116444,0.20211602267313614
